issue,number,state,link,repository_name,trimmed_list_lemmatize,trimmed_list_stemming
Remove GMS workaround,271,closed,https://github.com/walleth/walleth/issues/271,walleth/walleth,"['remove', 'gms', 'workaround']","['remov', 'gm', 'workaround']"
Incorporate import export keys into account management,270,closed,https://github.com/walleth/walleth/issues/270,walleth/walleth,"['incorporate', 'import', 'export', 'key', 'account', 'management']","['incorpor', 'import', 'export', 'key', 'account', 'manag']"
Only offer TREZOR option when device supports OTG,269,closed,https://github.com/walleth/walleth/issues/269,walleth/walleth,"['only', 'offer', 'trezor', 'option', 'device', 'support', 'otg']","['onli', 'offer', 'trezor', 'option', 'devic', 'support', 'otg']"
"Maybe set importantForAccessibility=""no"" for password and other security sensitive UI elements",268,closed,https://github.com/walleth/walleth/issues/268,walleth/walleth,"['maybe', 'set', 'importantforaccessibilityno', 'password', 'security', 'sensitive', 'ui', 'element']","['mayb', 'set', 'importantforaccess', 'password', 'secur', 'sensit', 'ui', 'element']"
Sweep account not visible on Nokia 1,267,closed,https://github.com/walleth/walleth/issues/267,walleth/walleth,"['sweep', 'account', 'visible', 'nokia', '1']","['sweep', 'account', 'visibl', 'nokia', '1']"
[Request] extra compatibility with BIP21 for QR code ,266,open,https://github.com/walleth/walleth/issues/266,walleth/walleth,"['request', 'extra', 'compatibility', 'bip21', 'qr', 'code']","['request', 'extra', 'compat', 'bip21', 'qr', 'code']"
Token primer - move definitions from assets,265,open,https://github.com/walleth/walleth/issues/265,walleth/walleth,"['token', 'primer', 'move', 'definition', 'asset']","['token', 'primer', 'move', 'definit', 'asset']"
Add leak canary to instumentation tests,264,open,https://github.com/walleth/walleth/issues/264,walleth/walleth,"['add', 'leak', 'canary', 'instumentation', 'test']","['add', 'leak', 'canari', 'instument', 'test']"
Option to switch to account after import,263,open,https://github.com/walleth/walleth/issues/263,walleth/walleth,"['option', 'switch', 'account', 'import']","['option', 'switch', 'account', 'import']"
calculate nonce from confirmed only,262,open,https://github.com/walleth/walleth/issues/262,walleth/walleth,"['calculate', 'nonce', 'confirmed']","['calcul', 'nonc', 'confirm']"
Random push notifications,261,closed,https://github.com/walleth/walleth/issues/261,walleth/walleth,"['random', 'push', 'notification']","['random', 'push', 'notif']"
busy feedback when importing keys,260,open,https://github.com/walleth/walleth/issues/260,walleth/walleth,"['busy', 'feedback', 'importing', 'key']","['busi', 'feedback', 'import', 'key']"
Can't run the app from Android Studio on Android 8.0 (either hardware or virtual),259,closed,https://github.com/walleth/walleth/issues/259,walleth/walleth,"['cant', 'run', 'app', 'android', 'studio', 'android', '80', 'either', 'hardware', 'virtual']","['can', 'run', 'app', 'android', 'studio', 'android', '8', '0', 'either', 'hardwar', 'virtual']"
F-Droid version is not up to date,258,closed,https://github.com/walleth/walleth/issues/258,walleth/walleth,"['fdroid', 'version', 'date']","['f', 'droid', 'version', 'date']"
Estimated Confirmation Duration for TX,257,open,https://github.com/walleth/walleth/issues/257,walleth/walleth,"['estimated', 'confirmation', 'duration', 'tx']","['estim', 'confirm', 'durat', 'tx']"
"""Insufficient funds"" when sending offline ETH transaction signed outside the app",256,open,https://github.com/walleth/walleth/issues/256,walleth/walleth,"['insufficient', 'fund', 'sending', 'offline', 'eth', 'transaction', 'signed', 'outside', 'app']","['insuffici', 'fund', 'send', 'offlin', 'eth', 'transact', 'sign', 'outsid', 'app']"
Trezor One support broken,255,closed,https://github.com/walleth/walleth/issues/255,walleth/walleth,"['trezor', 'one', 'support', 'broken']","['trezor', 'one', 'support', 'broken']"
Show current balance when creating transaction,254,open,https://github.com/walleth/walleth/issues/254,walleth/walleth,"['show', 'current', 'balance', 'creating', 'transaction']","['show', 'current', 'balanc', 'creat', 'transact']"
Use gradle dependency locking ,253,open,https://github.com/walleth/walleth/issues/253,walleth/walleth,"['use', 'gradle', 'dependency', 'locking']","['use', 'gradl', 'depend', 'lock']"
Remove okhttp from offline flavor,252,open,https://github.com/walleth/walleth/issues/252,walleth/walleth,"['remove', 'okhttp', 'offline', 'flavor']","['remov', 'okhttp', 'offlin', 'flavor']"
Show information about accounts in derivation path selection dialog,251,open,https://github.com/walleth/walleth/issues/251,walleth/walleth,"['show', 'information', 'account', 'derivation', 'path', 'selection', 'dialog']","['show', 'inform', 'account', 'deriv', 'path', 'select', 'dialog']"
Allow to really delete accounts ,250,closed,https://github.com/walleth/walleth/issues/250,walleth/walleth,"['allow', 'really', 'delete', 'account']","['allow', 'realli', 'delet', 'account']"
Start the daemon with an intent,249,open,https://github.com/walleth/walleth/issues/249,walleth/walleth,"['start', 'daemon', 'intent']","['start', 'daemon', 'intent']"
Validate the address when coming from ERC-67 / ERC-681,248,open,https://github.com/walleth/walleth/issues/248,walleth/walleth,"['validate', 'address', 'coming', 'erc67', 'erc681']","['valid', 'address', 'come', 'erc', '67', 'erc', '681']"
Transactions remain pending,247,closed,https://github.com/walleth/walleth/issues/247,walleth/walleth,"['transactions', 'remain', 'pending']","['transact', 'remain', 'pend']"
disable the recycler view showing precise amount through custom attribute on ValueView,246,closed,https://github.com/walleth/walleth/issues/246,walleth/walleth,"['disable', 'recycler', 'view', 'showing', 'precise', 'amount', 'custom', 'attribute', 'valueview']","['disabl', 'recycl', 'view', 'show', 'precis', 'amount', 'custom', 'attribut', 'valueview']"
Extract OpenSourceLicenseDisplay* into library,245,closed,https://github.com/walleth/walleth/issues/245,walleth/walleth,"['extract', 'opensourcelicensedisplay', 'library']","['extract', 'opensourcelicensedisplay', 'librari']"
